32275,0
32276,0
32440,0
32441,0
32442,0
32443,0
32605,0
32606,0
32766,0
32767,0
32768,0
32769,0
32926,0
32927,0
33082,0
33083,0
33084,0
33085,0
33237,0
33238,0
33239,0
33240,0
33390,0
33391,0
33539,0
33540,0
33541,0
33542,0
33686,0
33687,0
33688,0
33689,0
33830,0
33831,0
33832,0
33970,0
33971,0
33972,0
34108,0
34109,0
34110,0
34111,0
34243,0
34244,0
34245,0
34246,0
34374,0
34375,0
34376,0
34377,0
34501,0
34502,0
34503,0
34504,0
34626,0
34627,0
34628,0
34746,0
34747,0
34748,0
34749,0
34863,0
34864,0
34865,0
34866,0
34976,0
34977,0
34978,0
34979,0
35083,0
35084,0
35085,0
35086,0
35087,0
35088,0
35188,0
35189,0
35190,0
35191,0
35287,0
35288,0
35289,0
35290,0
35291,0
35292,0
35382,0
35383,0
35384,0
35385,0
35469,0
35470,0
35471,0
35472,0
35473,0
35474,0
35476,0
35554,0
35555,0
35556,0
35557,0
35558,0
35560,0
35630,0
35631,0
35632,0
35633,0
35634,0
35635,0
35636,0
35638,0
35700,0
35701,0
35702,0
35703,0
35704,0
35705,0
35706,0
35708,0
35760,0
35762,0
35763,0
35764,0
35765,0
35766,0
35767,0
35768,0
35769,0
35770,0
35772,0
35814,0
35816,0
35817,0
35818,0
35819,0
35820,0
35821,0
35822,0
35823,0
35825,0
35827,0
35851,0
35853,0
35855,0
35856,0
35857,0
35858,0
35859,0
35860,0
35861,0
35862,0
35863,0
35864,0
35865,0
35866,0
35867,0
35868,0
35869,0
35870,0
35871,0
35872,0
35873,0
35874,0
35875,0
35876,0
35877,0
35878,0
35879,0
35880,0
35881,0
35882,0
35883,0
35884,0
35885,0
35886,0
35887,0
35888,0
